PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
Voice,36,01:11.0,1,6a9d81ffb452a6f,f529764bbe90f28,19e2e,19e2e,d22224b2fa,2d58cad870
Voice,85,01:11.0,1,23ac60ca122d713,30e713d13fc1f74,19e2e,19e2e,d64d369ec1,7096ef2a77
Voice,14,01:11.0,2,d0a0a01dd8f6f4c,1c78267adc6a4a9,19e2e,19e2e,7ee3c7520a,7254d0a3da
Voice,36,01:11.0,2,d2f0033d67e652c,263611162f628c8,19e2e,19e2e,5482031762,6e9b544976
Voice,32,01:11.0,1,5d692f49c34ae04,a848a6b0ea1f053,19e2e,19e2e,a9cf96eff4,faa92c87d9
Voice,0,01:11.0,1,8320e74adb4c0ea,1a49f8b0ded9de6,19e2e,19e2e,b67ec11806,d96dcd5475
Voice,2,01:11.0,4,f72d3b1a50c8a0c,6bcb8b4cd9659e6,19e2e,19e2e,1ba612f62c,25250f86a1
Voice,4,01:11.0,2,d84881877d14815,bd166a47d029c1a,19e2e,19e2e,118d27fe5f,48b7932a30
Voice,0,01:11.0,2,9fd414e6a4ad003,53d1bd40ad733f3,19e2e,19e2e,a8e43a921a,4f92d7f120
Voice,0,01:11.0,0,f5ca1b3aac612f6,4011581d65f2a69,19e2e,19e2e,4134c28fce,90660365c4
Voice,19,01:11.0,1,85e1e0d2f5f9445,385982b32832752,19e2e,19e2e,18aa083bf1,4c8d1d3610
Voice,3,01:11.0,0,c27dc4ce6192ef9,7e55e0ddc2f3ad1,19e2e,19e2e,400250ef9a,92d827bd96
Voice,0,01:11.0,0,40388bb4089a492,55ad144fa74fddc,19e2e,19e2e,a0e843ee3a,817fc53cb6
Voice,6,01:11.0,1,6f29fbd7d79b7be,05263688bd7c817,19e2e,19e2e,1dc61a56b8,0b4f56438f
data,0,01:11.0,_,cac9ef0ffde3716,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,01:11.0,_,2fc818f012d34b2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,533089f4809a958,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,01:11.0,0,f7d808ebf1811fd,19e68e80103885e,19e2e,19e2e,54a4c16599,a64fc672f1
data,0,01:11.0,_,b23c3aaadfeb341,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,82763c7ac84ad4e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,387c54587cf9b73,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,696560164704f4f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,c02cd54ec0d4877,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:11.0,_,96d5ce9703ef7aa,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:12.0,2,05d2b270788967a,b1a38192a92a300,19e2e,19e2e,db4db3a6cb,d67f60c154
sms,0,01:12.0,1,25a662cb0261cec,aaaf0e4bdec7311,19e2e,19e2e,038b1c178e,0a7abc8330
sms,0,01:12.0,1,eee439dea47b73e,aaaf0e4bdec7311,19e2e,19e2e,be04d38f70,c15166ba4d
sms,0,01:12.0,2,2e7660aa13bfaad,0444387607a435b,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,01:12.0,3,c0aa1260f682dd9,aaaf0e4bdec7311,19e2e,19e2e,a2d35deb78,bdeafe55f0
sms,0,01:12.0,2,c818e66646d3741,b433cc288d105bb,19e2e,19e2e,0781f625a1,09983c438b
sms,0,01:12.0,2,0209a2ce8e0aed8,03309aaa322e33a,19e2e,19e2e,3ec5e873a6,c57c621515
sms,0,01:12.0,1,13dd74058c91bff,f718560950f5f35,19e2e,19e2e,ab1713e254,b7aa3c28bb
sms,25,01:12.0,0,ef07327c65f5dd6,70623567ff7a06c,19e2e,19e2e,846a0ea574,113d5b7f72
sms,0,01:12.0,2,ba8211884915c7a,15f397ecd43dcba,19e2e,19e2e,5a7f6cf0fa,2e828e607c
sms,0,01:12.0,1,db20a2e39492f65,bd2e60632f05ea3,19e2e,19e2e,437de362db,4df1cab780
sms,25,01:12.0,1,ebd6d4a192a8f2d,6cd87c68657482a,19e2e,19e2e,be04d38f70,c15166ba4d
sms,25,01:12.0,2,77021e88c4c7af4,3248bd90ce78ef7,19e2e,19e2e,0a5355b362,700e13a5cf
sms,25,01:12.0,1,4e1dc52e2e85679,ef07327c65f5dd6,19e2e,19e2e,60339d459f,e1a3687210
sms,0,01:12.0,3,88a3869bff68691,c245b9b4fc0105a,19e2e,19e2e,9dd9ac05e1,f56286a418
sms,0,01:12.0,1,e0740172b125742,ebf5fa860a70c35,19e2e,19e2e,db1850aa13,cc566b4b38
sms,0,01:12.0,2,3310b5038660ff0,1b1444ffead7bf8,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,50,01:12.0,3,841dce2cae9f251,faa70a91c85ccde,19e2e,19e2e,4d44e57552,4ed4d8b115
sms,25,01:12.0,1,a2fa92849294788,499697fc4002b7f,19e2e,19e2e,f8f987f764,651c6d67d4
Voice,0,01:12.0,2,fe2995f7c79bf09,b47301407133917,19e2e,19e2e,ebbe892089,072f54b3a8
Voice,28,01:12.0,1,c739c52c463a17b,366eeae6ac5568f,19e2e,19e2e,5fb791cf56,65efe2bc62
Voice,12,01:12.0,0,fa5bd22da4ec9e6,a29ba59a09f715e,19e2e,19e2e,fed537f3b2,ed05b53185
Voice,194,01:12.0,4,964a016c21b8b56,0dbcd211c958ad5,19e2e,19e2e,ee2e5d5b15,51dcba5778
Voice,0,01:12.0,1,de226e50b5947c5,b6954abb24672b1,19e2e,19e2e,f82a1de273,90cdea1177
Voice,17,01:12.0,2,796919919f3b8d7,eb5cf10c13d1d98,19e2e,19e2e,7b252d8bb2,0e037c2d0c
Voice,18,01:12.0,1,3a2ed9226295bcc,9d03356d990879a,19e2e,19e2e,51692be984,fb480113cd
Voice,49,01:12.0,4,c8358266cca186f,d2ed7090e9bceb6,19e2e,19e2e,0dd534792b,49793d0843
Voice,0,01:12.0,3,ef48795f68e063f,1a49f8b0ded9de6,19e2e,19e2e,3c535d09b5,6.26E+10
Voice,29,01:12.0,2,fc7b1b33c89d3ff,9bb7728d3d7f031,19e2e,19e2e,2f6cd52ea0,07531b72e2
Voice,28,01:12.0,4,f1e21a6c6564717,ffdfa31dbd81ae0,19e2e,19e2e,fc94bafc0d,dbd9dfd695
Voice,48,01:12.0,0,af0498a4120a3e6,dd84b7b0fa59873,19e2e,19e2e,a0e843ee3a,817fc53cb6
Voice,1,01:12.0,1,b60af3da505582e,8c2e64b7d1f5fdb,19e2e,19e2e,0b3f472b4d,fe91ac057a
data,1,01:12.0,_,c53a02bd7f86f8a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:12.0,_,348208f89983351,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:12.0,_,08a5d0f48b22dca,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:12.0,_,e3622779d22f637,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:12.0,_,844300dfd40ca03,5a4dc9e82deb309,19e2e,OTHER,/kxqxDGV0Z,/kxqxDGV0Z
sms,0,01:12.0,1,13dd74058c91bff,f718560950f5f35,19e2e,19e2e,ab1713e254,b7aa3c28bb
sms,25,01:12.0,0,ef07327c65f5dd6,70623567ff7a06c,19e2e,19e2e,846a0ea574,113d5b7f72
Voice,28,01:12.0,4,f1e21a6c6564717,ffdfa31dbd81ae0,19e2e,19e2e,fc94bafc0d,dbd9dfd695
sms,0,01:13.0,3,dd017956c53ebd4,ae34fe0132a2bb8,19e2e,19e2e,7f822ab9dd,25250f86a1
Voice,10,01:13.0,4,150ecffa841c93c,3b779dea1823a48,19e2e,19e2e,1bdbaa9994,8ec7e3257c
Voice,82,01:13.0,0,9599598064ea008,ab90a3b46566a0a,19e2e,19e2e,e48b86aa11,9bc2aefce3
sms,0,01:13.0,1,42c345753ee0a99,b5f743728e90f02,19e2e,19e2e,d3877ceeca,8cdff2a0a2
sms,0,01:13.0,3,f7b2bbad76fce09,7ee54d191243d17,19e2e,19e2e,f7582d4b25,73974f7f81
sms,0,01:13.0,2,188342778b446ef,aaaf0e4bdec7311,19e2e,19e2e,ce13ed29dd,7f76d66503
sms,25,01:13.0,0,625d79633128085,c577dd92eef868b,19e2e,19e2e,acf0862641,3f037c4bcc
sms,0,01:13.0,1,3ee20a20256d60e,7d9fb4cece89700,19e2e,19e2e,0ff4f68649,d8682c35fc
sms,0,01:13.0,0,6812c08a138e352,6cc9ad0355ef8c6,19e2e,19e2e,01743e1656,1ed7b897b7
sms,0,01:13.0,2,bffb2a117d39428,6c04ea00e0ce51a,19e2e,19e2e,7b8501d7a4,e1a3687210
sms,0,01:13.0,3,dd017956c53ebd4,ae34fe0132a2bb8,19e2e,19e2e,7f822ab9dd,25250f86a1
sms,25,01:13.0,1,59624bfc8838da7,761d9841bd69a8e,19e2e,19e2e,a9cf96eff4,faa92c87d9
sms,25,01:13.0,1,9c88ecd480b7988,dae50f02ab2dbb5,19e2e,19e2e,9879497070,6e87d6cb59
sms,0,01:13.0,0,e72fc13c3a2edad,dd68cc9cf7ead3b,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,01:13.0,2,496b17a6692a76e,d689a4c932f12fd,19e2e,19e2e,98f5843f67,97254f2537
sms,0,01:13.0,2,19b29368aa37445,aaaf0e4bdec7311,19e2e,19e2e,577dd249c0,fd14c3c790
sms,25,01:13.0,1,0debe40269ccba4,87e6182b80853db,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,01:13.0,5,9380626d2afb3df,aaaf0e4bdec7311,19e2e,19e2e,e8ec695d30,188a276e8e
sms,0,01:13.0,0,d1746e0709878dd,5619b9d2482f721,19e2e,19e2e,8ab909c82e,5255819549
sms,0,01:13.0,2,5b6f26b5d0758fe,e05edf9b2df057b,19e2e,19e2e,55b8970644,ed05b53185
sms,0,01:13.0,1,6aa79b24ab3b74c,1214a6fb72da712,19e2e,19e2e,e4634164cf,0d29cf42e0
sms,25,01:13.0,2,06d081da3e457d4,76e6be91ed3295c,19e2e,19e2e,db4db3a6cb,d67f60c154
Voice,120,01:13.0,4,fdda415eecace99,f3f13a50c0808d2,19e2e,19e2e,0f8e5a877d,8fccce7c15
Voice,10,01:13.0,4,150ecffa841c93c,3b779dea1823a48,19e2e,19e2e,1bdbaa9994,8ec7e3257c
Voice,10,01:13.0,5,1a7e6d01e058e4d,99692bd994972a7,19e2e,19e2e,1809bc46f1,9c62a77c47
Voice,0,01:13.0,2,bae784aaf8c0d55,758afc091edfb61,19e2e,19e2e,63285aff02,de8b939a5e
Voice,10,01:13.0,4,4a2f506bc5cef2d,f4eea225803748b,19e2e,19e2e,52cb646885,9159d9844c
Voice,124,01:13.0,1,b90d5dd22a3f619,d48ad5be16e6549,19e2e,19e2e,069b659109,7e46936864
Voice,48,01:13.0,0,b19b58b9a6b899b,43f6754554a27d8,19e2e,19e2e,8db6ad17c2,098f2f154a
Voice,49,01:13.0,1,dc26ef2b35cb1e9,a82b6bc21eb9918,19e2e,19e2e,03964c550e,e1d7179107
Voice,14,01:13.0,5,e91971fe4842185,c8f05b8433939e0,19e2e,19e2e,e21c9c8e36,d1809b909f
Voice,82,01:13.0,0,9599598064ea008,ab90a3b46566a0a,19e2e,19e2e,e48b86aa11,9bc2aefce3
Voice,0,01:13.0,5,efd35d25146ef7b,1a49f8b0ded9de6,19e2e,19e2e,bb93511d77,0f34c36ac5
data,6,01:13.0,_,b2038cc6ad2a5d4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,e5c66fdd34e0a12,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,970ea0ebaec8faf,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,923dd2b3212a325,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,b1c70f50fdbe438,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,f99d587ba738e2a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:13.0,_,953c0d5060b6782,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:14.0,0,69a95d584798115,aaaf0e4bdec7311,19e2e,19e2e,a04daaa926,d1809b909f
sms,0,01:14.0,2,045a14285047016,ef017b1a4e4c236,19e2e,19e2e,5098c9e365,75bef3291a
sms,0,01:14.0,3,16b37c2ab1df862,d563fe6708206e2,19e2e,19e2e,86e48eb9c2,b7f8585aaa
sms,0,01:14.0,1,b5315b446fc205a,bc5ef62fd489226,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,0,01:14.0,3,5b25f73127c18cf,aaaf0e4bdec7311,19e2e,19e2e,b73aa591c4,eefd93f0b4
sms,0,01:14.0,1,2e5ecb18e5f031a,b88a127f02b596d,19e2e,19e2e,08a1ad959b,8c4e6c0b83
sms,0,01:14.0,4,453f73555a865d0,93343ba6e41af95,19e2e,19e2e,908a14d6bf,b569923906
sms,0,01:14.0,2,566bc2baa09e855,93343ba6e41af95,19e2e,19e2e,4ec6507dc0,06623c2f1f
sms,0,01:14.0,0,0c91a5cd2176710,93343ba6e41af95,19e2e,19e2e,b42d04b0d7,9ef9616350
sms,0,01:14.0,1,8f11dfdf294f201,93343ba6e41af95,19e2e,19e2e,adf94c6224,d29252461f
sms,0,01:14.0,0,14737d56b954ff3,aaaf0e4bdec7311,19e2e,19e2e,b6ef90bf41,d06f40f9d5
sms,0,01:14.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,01:14.0,1,a0a597384c612d7,fd29f77b94cb90d,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,0,01:14.0,0,cab2e8169098ec2,e09e736e46c5c3d,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,0,01:14.0,2,d400f8ea601148b,01297671b811ff1,19e2e,19e2e,b78724d6fc,ea07812c27
sms,25,01:14.0,5,ff2daeab6a26d8f,0721e51ec08a06b,19e2e,19e2e,f19af8b8d0,8369b435a1
sms,0,01:14.0,2,dcd9ee958fd00e0,9d2308971f25fdb,19e2e,19e2e,2ff9d4485e,51dcba5778
sms,0,01:14.0,2,2b7e97883c5af3f,93343ba6e41af95,19e2e,19e2e,359b6f241a,165d822fcb
sms,0,01:14.0,3,fb0b373e2db4b48,e09e736e46c5c3d,19e2e,19e2e,27396ba6d9,d1809b909f
sms,0,01:14.0,0,8e3de1be85a5dfd,e09e736e46c5c3d,19e2e,19e2e,dfc6d54521,c9d8e4cdf1
sms,0,01:14.0,3,8c54cb335cf498b,e09e736e46c5c3d,19e2e,19e2e,2aa04dcab7,f7d63a29e5
sms,0,01:14.0,2,3ffe59aeace126f,93343ba6e41af95,19e2e,19e2e,f2e32659be,cc566b4b38
sms,0,01:14.0,2,c05017c62f3ad04,93343ba6e41af95,19e2e,19e2e,1cf5aacfd7,5255819549
sms,0,01:14.0,2,1aa5001e0040fdc,e09e736e46c5c3d,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,0,01:14.0,1,3d279a1676cb4d8,93343ba6e41af95,19e2e,19e2e,17f9a3b1e9,072f54b3a8
sms,25,01:14.0,1,1217912443dcc23,d982dbc0172e740,19e2e,19e2e,c2daaa20b3,feb5ccbbd7
sms,0,01:14.0,0,b0d0a59aab50549,93343ba6e41af95,19e2e,19e2e,f031b848ce,bb10e04c53
sms,25,01:14.0,5,4eccd79430445f2,9952eb3909e21cc,19e2e,19e2e,8dcc2aa4f9,f10d5e2823
sms,0,01:14.0,1,9a04ae7966b4e47,e09e736e46c5c3d,19e2e,19e2e,246f20e1c4,7e87e2e48c
sms,0,01:14.0,0,598a65a676ab9c5,871f59411053994,19e2e,19e2e,2cf03bfed7,ead9f3d03f
sms,0,01:14.0,0,c5e09d80194620c,93343ba6e41af95,19e2e,19e2e,7568c25ea2,87e3a7f64c
sms,0,01:14.0,1,fe42a005b8a9811,e09e736e46c5c3d,19e2e,19e2e,5c7dc2f617,e42de17efb
sms,0,01:14.0,2,191f8f59d86546c,93343ba6e41af95,19e2e,19e2e,5848918db7,5d885a2b8d
sms,0,01:14.0,0,272682f97f96215,b3e52e02ddb3aed,19e2e,19e2e,14f72fc8bd,ebfc58af70
sms,0,01:14.0,1,53fe24333d46d7b,7401d1516d8a63c,19e2e,19e2e,ad4e072be2,cfd6848fa2
sms,0,01:14.0,0,0f2619dfa7fd86f,30fb442baab6596,19e2e,19e2e,28ef6c4ef2,7ed219f2f7
sms,0,01:14.0,0,19f03aeb57b8a9c,ec414b4424cc533,19e2e,19e2e,6c7f70aa17,e42de17efb
sms,25,01:14.0,0,fcfbe6987fff855,0d3efa45787d497,19e2e,19e2e,878554a5dd,eaa695cbb8
sms,0,01:14.0,1,b6eff09422c1450,93343ba6e41af95,19e2e,19e2e,f8f987f764,651c6d67d4
sms,25,01:14.0,0,defdfe0c2cb7cf6,280f10ad0f1e9e4,19e2e,19e2e,36f9d6b201,e1d7179107
sms,25,01:14.0,1,f6e0a242354db95,c509f8628c6d271,19e2e,19e2e,d1f514485d,dac8dcaeb9
Voice,30,01:14.0,2,79be82f6be39018,a18ff30161f21b4,19e2e,19e2e,729b6b4b22,9411ac7df8
Voice,30,01:14.0,1,c8887b91812b664,62fc073f7b409ce,19e2e,19e2e,c52b9b991c,dc22dff37a
sms,25,01:14.0,0,25c259b67b31640,73428e64b5bcdc6,19e2e,19e2e,d0fc94f701,4b32ec70f9
sms,0,01:14.0,0,a4819e19f049e27,6b7d6b229d4a2e9,19e2e,19e2e,91925a460e,d2de5847b1
Voice,142,01:14.0,0,1a3e038fd82052b,20c0d242a8be66f,19e2e,19e2e,76a78f4cd1,35530f1375
Voice,180,01:14.0,2,9e0781bb7e92a12,a219eed03b2162f,19e2e,19e2e,d01091f9ca,952ba02486
Voice,21,01:14.0,1,ed44e70339e4c53,6049f9605bd5f7d,19e2e,19e2e,6e59ea5572,72cc7c6bb8
Voice,32,01:14.0,1,90336e278aee5a7,149d77aece0c522,19e2e,19e2e,84ed4d5d2b,0dbbc8ea65
Voice,8,01:14.0,0,cd122d8dac406f7,c0643ed613ac1d1,19e2e,19e2e,333a141d84,c15166ba4d
Voice,8,01:14.0,5,64020aa90f2657b,2cd9e11e4cda68d,19e2e,19e2e,39137ffebc,e2aa625530
Voice,23,01:14.0,1,fe64e3025910022,9726575acff4923,19e2e,19e2e,5fb791cf56,65efe2bc62
Voice,45,01:14.0,1,31982c327b1153f,73a7a7118022038,19e2e,19e2e,0a2c94daef,1946bb6fbf
Voice,24,01:14.0,0,da01f3f4a47fd88,4003418606da76e,19e2e,19e2e,87de0a20a9,c57c621515
Voice,40,01:14.0,1,28bb9c1f7f5c009,7d51d9ca0f97e3e,19e2e,19e2e,a219ce7d0c,946534f389
Voice,7,01:14.0,2,2f2939b60ca770d,e09df58c4a8af16,19e2e,19e2e,32efeeecff,7bb5edf329
Voice,0,01:14.0,0,3e59647eb9d3b9f,4bb65a042b3e6ee,19e2e,19e2e,e22b44de5a,5d885a2b8d
Voice,118,01:14.0,1,f8069f7bc48991b,ab46fae3993a77d,19e2e,19e2e,16ef81d211,9bd6022e07
Voice,28,01:14.0,3,a6b35492344ebdd,44b901436d7c060,19e2e,19e2e,5d52abb23f,8cdff2a0a2
data,0,01:14.0,_,1436ab29aa26d82,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:14.0,_,63a04aa8714575a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:14.0,_,be670b7d317c859,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:14.0,_,cdda6770dea7cb1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:14.0,_,4e6c2d0f1c70cb3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:14.0,_,43d546798f9429c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:14.0,3,fb0b373e2db4b48,e09e736e46c5c3d,19e2e,19e2e,27396ba6d9,d1809b909f
sms,25,01:15.0,4,b70f5a37a724ee9,5164ab00f8f87d0,19e2e,19e2e,37d546486f,f7d63a29e5
sms,0,01:15.0,2,f41193895e5819d,754d0464cae5ccc,19e2e,19e2e,63285aff02,de8b939a5e
sms,0,01:15.0,0,41be2e5d3ac71ad,a992b5db4f79fa9,19e2e,19e2e,8359231c1e,c2545171dc
sms,0,01:15.0,2,8f72b21cdb0c11c,1c40bf788013b3a,19e2e,19e2e,a7dff74777,b47a998a3e
sms,50,01:15.0,0,343f9dcdea88bb6,4ef12d7e8ad242c,19e2e,19e2e,e407b46783,5d5461a9c5
sms,0,01:15.0,3,e291ae2768ae170,c5a5354cdad766f,19e2e,19e2e,93cf66f451,a8ed302b06
sms,0,01:15.0,3,ab37aaf82f3d261,aaaf0e4bdec7311,19e2e,19e2e,d880811c1a,f24a0f63fa
sms,0,01:15.0,1,cfed50990d2ffc7,aaaf0e4bdec7311,19e2e,19e2e,819fb474a6,ef3841e458
sms,25,01:15.0,1,ebd6d4a192a8f2d,6cd87c68657482a,19e2e,19e2e,be04d38f70,c15166ba4d
sms,25,01:15.0,2,98058ec939c648c,fd85362d142b561,19e2e,19e2e,32b36c0459,200a092e1c
sms,0,01:15.0,0,a88a131e751e780,93343ba6e41af95,19e2e,19e2e,10835c5c4f,00197a4f5f
sms,0,01:15.0,2,18bc7cdd315b164,cecdc63427744e3,19e2e,19e2e,c3a6d994b3,d29252461f
sms,25,01:15.0,0,f0d3b6b9bc4b205,a9f2acc2ce11989,19e2e,19e2e,f044b3b425,e3d153c158
sms,25,01:15.0,5,0ceabfa3a56424a,fc16630bda86d57,19e2e,19e2e,ecca358713,bb93aaa23b
sms,0,01:15.0,1,db20a2e39492f65,bd2e60632f05ea3,19e2e,19e2e,437de362db,4df1cab780
sms,25,01:15.0,2,9aebcda1af6793f,fe6cd0df5aeaa5b,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,25,01:15.0,2,ed0701d1b100323,657720b786884fb,19e2e,19e2e,e3e81301db,012f83914a
sms,0,01:15.0,2,b05a8cd79131fa9,722a25a9cf3895f,19e2e,19e2e,02ba5680e8,6.16E+56
sms,25,01:15.0,1,497d1a48a14d489,1e3f34ee701fa62,19e2e,19e2e,0b3d50be80,2e335d2f79
sms,0,01:15.0,0,a33af3ebe5f1f71,bb581ac5ea4bcb6,19e2e,19e2e,2ee9e9abb7,9f7fae7064
Voice,30,01:15.0,4,edea3b9c83274e6,d152450fd9b90b0,19e2e,19e2e,6e7d7d382f,87978692ba
Voice,72,01:15.0,1,911a7b2f299ed10,f592089c48f354c,19e2e,19e2e,db0d86e863,2e828e607c
Voice,0,01:15.0,1,3d18fcf178785dc,ad2aac6a15878f1,19e2e,19e2e,2e93a4410e,521d2ac7b9
Voice,30,01:15.0,5,cff329ce882d768,a1c6f12c7bf3163,19e2e,19e2e,f48168907f,464083a6c2
Voice,101,01:15.0,0,d0078b06d128a66,cbbf7feaa3bea06,19e2e,19e2e,52be6e498e,2c0cbe7cc1
Voice,34,01:15.0,4,f4cb5ccd5d1a0ec,51373ec9d7eb9fa,19e2e,19e2e,53e3260a99,eefd93f0b4
Voice,30,01:15.0,0,0ff8a0fda1ebf4a,422621a169ef036,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,48,01:15.0,1,a5dc44256f223a8,4219639374d7ad6,19e2e,19e2e,e432412481,7ed219f2f7
Voice,64,01:15.0,2,c680673279d707d,e56c3ca40166f28,19e2e,19e2e,06cd7ac7ac,e3d153c158
Voice,1,01:15.0,0,4cad15d0176fcd0,be66bf36fa1a337,19e2e,19e2e,cba68d0aba,6d70dae094
Voice,1,01:15.0,4,704ad1e5e267891,662c0562401214f,19e2e,19e2e,b601eb170b,d100db0842
Voice,32,01:15.0,0,cba5548e4e5c1d3,ed4216a6946711e,19e2e,19e2e,421bacc479,b47f3c1756
data,0,01:15.0,_,1619424f4638de4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:15.0,_,935bfbc07976cfe,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,01:16.0,4,228361c4e792d85,6428b626cdea4a4,19e2e,19e2e,88c34bb286,1c7edd2f30
sms,25,01:16.0,1,88559dae4ad91aa,bf20ddade16d344,19e2e,19e2e,1bbd2d834d,2802d8247a
sms,25,01:16.0,1,b60e6331edf462f,72687b17fdf07aa,19e2e,19e2e,f8f987f764,651c6d67d4
sms,0,01:16.0,3,14914fde7b3198d,aba4af92c44fd2e,19e2e,19e2e,8b33094233,76595a1e95
sms,0,01:16.0,1,74a227ee5ff20f4,4e483936c73a9de,19e2e,19e2e,e5e1285933,e9639876a8
sms,25,01:16.0,1,af0f876f414d79a,4c70c63d46626ab,19e2e,19e2e,204188bc24,ae6cdb80c1
sms,25,01:16.0,0,ef07327c65f5dd6,70623567ff7a06c,19e2e,19e2e,846a0ea574,113d5b7f72
sms,0,01:16.0,2,ba8211884915c7a,15f397ecd43dcba,19e2e,19e2e,5a7f6cf0fa,2e828e607c
sms,25,01:16.0,2,cfd93ab7737c6b4,e8a5a48a85c8f3a,19e2e,19e2e,06cd7ac7ac,e3d153c158
sms,0,01:16.0,2,0807fa6d2a377fc,f9397118322f1ee,19e2e,19e2e,32b36c0459,200a092e1c
sms,25,01:16.0,3,cf8b6f02e47c29d,9523162f60c4c89,19e2e,19e2e,ac89c051f5,ae6f1d7150
sms,25,01:16.0,0,5710a0520832b96,811d2132d159993,19e2e,19e2e,65de46d6fd,11e254d6b7
sms,0,01:16.0,2,0db59cb37969aaa,8c5bd11cba8808e,19e2e,19e2e,63bad9ca0c,bb93aaa23b
sms,25,01:16.0,2,77021e88c4c7af4,3248bd90ce78ef7,19e2e,19e2e,0a5355b362,700e13a5cf
sms,0,01:16.0,3,c019d6e2225d42e,026e1fbfd7e7e55,19e2e,19e2e,75129a301e,257f6d2f42
sms,0,01:16.0,0,0131e8bd79dc1ce,eacd3bdcbea2dbf,19e2e,19e2e,2bf510682b,e1629ca4b7
sms,0,01:16.0,2,5b6f26b5d0758fe,e05edf9b2df057b,19e2e,19e2e,55b8970644,ed05b53185
sms,25,01:16.0,1,ba4815067d4826c,99bd1611b76d932,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,25,01:16.0,1,a2fa92849294788,499697fc4002b7f,19e2e,19e2e,f8f987f764,651c6d67d4
Voice,0,01:16.0,2,a8728ecc2d64458,19e68e80103885e,19e2e,19e2e,4db0540b25,f91ed8d2e9
Voice,16,01:16.0,3,912c64667b7835d,652f8d81cd4e78e,19e2e,19e2e,6a9e2250cb,316869253b
Voice,10,01:16.0,0,18c499abdeb0199,01ba6cdc66ad07e,19e2e,19e2e,4.89E+23,3c480dd046
Voice,1,01:16.0,0,b746eb8b30b1d3a,470b4452068f2ca,19e2e,19e2e,80c2221eec,8fd6f8d1c5
Voice,1,01:16.0,1,314db59a9497923,aeb3876a575060e,19e2e,19e2e,b66b4efcdc,447989361c
Voice,0,01:16.0,2,c3132de596a6b23,aa64172202f97ff,19e2e,19e2e,f80532d298,f437c087d8
Voice,0,01:16.0,0,c5432297538f468,17b0366bd33befc,19e2e,19e2e,2326013eb9,43a3260fc9
